order_date,total_sales,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_holiday_season,total_sales_lag_1,total_sales_lag_7,total_sales_lag_14,total_sales_lag_30,total_sales_roll_mean_7,total_sales_roll_std_7,total_sales_roll_mean_30,total_sales_roll_std_30
2015-04-02,909.2685,2015,4,2,3,92,14,2,0,0,0,0,119.888,145.13,590.762,1220.1805,558.1277142857144,496.59040777299975,666.0862166666667,688.5745252047597
2015-04-03,0.0,2015,4,3,4,93,14,2,0,0,0,0,909.2685,0.0,0.0,370.452,667.2903571428573,474.153554552892,655.7224833333333,682.2580754785272
2015-04-04,475.844,2015,4,4,5,94,14,2,1,0,0,0,0.0,809.1365000000001,1110.5265000000002,705.562,667.2903571428573,474.153554552892,643.3740833333335,690.8970830620304
2015-04-05,1327.1490000000003,2015,4,5,6,95,14,2,1,0,0,0,475.844,500.6405000000001,464.093,0.0,619.6771428571429,474.26993227632755,635.7168166666667,691.4568473827746
2015-04-06,1497.7805,2015,4,6,0,96,15,2,0,0,0,0,1327.1490000000003,1170.322,840.9525000000001,1561.062,737.749785714286,538.2611626549461,679.9551166666666,691.8365453639556
2015-04-07,891.8605,2015,4,7,1,97,15,2,0,0,0,0,1497.7805,1161.7770000000005,65.38,0.0,784.5295714285716,593.5149538920948,677.8457333333334,689.1486975411783
2015-04-08,1243.4705,2015,4,8,2,98,15,2,0,0,0,0,891.8605,119.888,459.146,0.0,745.9700714285715,573.3463850564381,707.5744166666667,678.0465230740018
2015-04-09,0.0,2015,4,9,3,99,15,2,0,0,0,0,1243.4705,909.2685,145.13,606.1885000000001,906.481857142857,524.0127457635382,749.0234333333334,671.2738267436632
2015-04-10,0.0,2015,4,10,4,100,15,2,0,0,0,0,0.0,0.0,0.0,830.9845,776.5863571428571,625.9829406414702,728.8171500000001,684.7106973419145
2015-04-11,1657.5285,2015,4,11,5,101,15,2,1,0,0,0,0.0,475.844,809.1365000000001,0.0,776.5863571428571,625.9829406414702,701.1176666666668,697.1308654171129
2015-04-12,1297.9955000000002,2015,4,12,6,102,15,2,1,0,0,0,1657.5285,1327.1490000000003,500.6405000000001,0.0,945.3984285714287,687.6600828542535,756.3686166666668,705.2836929165783
2015-04-13,629.2465000000001,2015,4,13,0,103,16,2,0,0,0,0,1297.9955000000002,1497.7805,1170.322,1395.0010000000002,941.2336428571427,685.0459978741519,799.6351333333334,697.0488032650636
2015-04-14,0.0,2015,4,14,1,104,16,2,0,0,0,0,629.2465000000001,891.8605,1161.7770000000005,370.782,817.1573571428571,644.9231498915658,774.1099833333334,688.4630499329458
2015-04-15,294.72,2015,4,15,2,105,16,2,0,0,0,0,0.0,1243.4705,119.888,471.92,689.7487142857143,712.2838931275255,761.7505833333333,699.197814337901
2015-04-16,39.072,2015,4,16,3,106,16,2,0,0,0,0,294.72,0.0,909.2685,2197.0495,554.2129285714286,678.8397320827047,755.8439166666667,702.471475947405
2015-04-17,0.0,2015,4,17,4,107,16,2,0,0,0,0,39.072,0.0,0.0,2815.6505000000006,559.7946428571429,673.6641607009947,683.9113333333333,658.9432138113443
2015-04-18,1020.532,2015,4,18,5,108,16,2,1,0,0,0,0.0,1657.5285,475.844,590.762,559.7946428571429,673.6641607009947,590.0563166666667,533.4060536605117
2015-04-19,205.47,2015,4,19,6,109,16,2,1,0,0,0,1020.532,1297.9955000000002,1327.1490000000003,0.0,468.7951428571429,527.9257107815697,604.3819833333333,539.1657220301897
2015-04-20,1006.9905,2015,4,20,0,110,17,2,0,0,0,0,205.47,629.2465000000001,1497.7805,1110.5265000000002,312.72007142857143,383.7282544870805,611.2309833333333,532.4872193122781
2015-04-21,517.1605000000001,2015,4,21,1,111,17,2,0,0,0,0,1006.9905,0.0,891.8605,464.093,366.6835,455.50746909216457,607.7797833333333,529.4665103479923
2015-04-22,257.752,2015,4,22,2,112,17,2,0,0,0,0,517.1605000000001,294.72,1243.4705,840.9525000000001,440.56357142857144,427.1808770043454,609.5487,529.0583982055973
2015-04-23,643.98,2015,4,23,3,113,17,2,0,0,0,0,257.752,39.072,0.0,65.38,435.2824285714286,429.50659678698185,590.1086833333334,530.9736224593569
2015-04-24,0.0,2015,4,24,4,114,17,2,0,0,0,0,643.98,0.0,0.0,459.146,521.6978571428572,396.0543078599098,609.3953500000001,521.6835910843778
2015-04-25,1393.5945000000002,2015,4,25,5,115,17,2,1,0,0,0,0.0,1020.532,1657.5285,145.13,521.6978571428572,396.0543078599098,594.0904833333334,532.8589113940575
2015-04-26,282.568,2015,4,26,6,116,17,2,1,0,0,0,1393.5945000000002,205.47,1297.9955000000002,0.0,574.9925000000001,488.6444020094429,635.7059666666667,545.1954938080331
2015-04-27,0.0,2015,4,27,0,117,18,2,0,0,0,0,282.568,1006.9905,629.2465000000001,809.1365000000001,586.0065000000001,479.7145266567392,645.1249,536.2008284949258
2015-04-28,1399.1565,2015,4,28,1,118,18,2,0,0,0,0,0.0,517.1605000000001,0.0,500.6405000000001,442.15071428571434,483.4030138360958,618.1536833333333,547.8890984462704
2015-04-29,707.9005000000001,2015,4,29,2,119,18,2,0,0,0,0,1399.1565,257.752,294.72,1170.322,568.1501428571429,605.6915409472538,648.1042166666667,565.5188792137268
2015-04-30,723.3805000000001,2015,4,30,3,120,18,2,0,0,1,0,707.9005000000001,643.98,39.072,1161.7770000000005,632.4570714285716,590.9609327818987,632.6901666666668,557.0325587529891
2015-05-01,0.0,2015,5,1,4,121,18,2,0,1,0,0,723.3805000000001,0.0,0.0,119.888,643.8000000000001,591.9800956995931,618.07695,548.3567411108353
2015-05-02,506.12,2015,5,2,5,122,18,2,1,0,0,0,0.0,1393.5945000000002,1020.532,909.2685,643.8000000000001,591.9800956995931,614.0806833333334,552.5335418724787
2015-05-03,72.632,2015,5,3,6,123,18,2,1,0,0,0,506.12,282.568,205.47,0.0,517.0179285714286,491.06868782053795,600.6424000000001,550.0033909048824
2015-05-04,187.432,2015,5,4,0,124,19,2,0,0,0,0,72.632,0.0,1006.9905,475.844,487.02707142857145,513.6643944682671,603.0634666666666,547.4220465088903
2015-05-05,260.977,2015,5,5,1,125,19,2,0,0,0,0,187.432,1399.1565,517.1605000000001,1327.1490000000003,513.8030714285716,488.3048604022405,593.4497333333334,552.2445741430233
2015-05-06,254.456,2015,5,6,2,126,19,2,0,0,0,0,260.977,707.9005000000001,257.752,1497.7805,351.206,295.9885965161199,557.9106666666667,537.5096075214703
2015-05-07,719.6705000000001,2015,5,7,3,127,19,2,0,0,0,0,254.456,723.3805000000001,643.98,891.8605,286.4282142857143,251.1347450808439,516.4665166666666,509.75929651747515
2015-05-08,500.6405000000001,2015,5,8,4,128,19,2,0,0,0,0,719.6705000000001,0.0,0.0,1243.4705,285.8982142857143,250.060516995694,510.72684999999996,506.3447297189343
2015-05-09,394.48,2015,5,9,5,129,19,2,1,0,0,0,500.6405000000001,506.12,1393.5945000000002,0.0,357.4182857142857,225.00081073295524,485.96585,487.07288409935603
2015-05-10,1412.4395000000002,2015,5,10,6,130,19,2,1,0,0,0,394.48,72.632,282.568,0.0,341.46971428571436,216.49983114039713,499.11518333333333,478.75483405110543
2015-05-11,930.4825,2015,5,11,0,131,20,2,0,0,0,0,1412.4395000000002,187.432,0.0,1657.5285,532.8707857142857,428.0761294414472,546.1965,497.07854692227676
2015-05-12,535.4305,2015,5,12,1,132,20,2,0,0,0,0,930.4825,260.977,1399.1565,1297.9955000000002,639.0208571428572,420.19584572689695,521.9616333333333,457.14716657058716
2015-05-13,898.382,2015,5,13,2,133,20,2,0,0,0,0,535.4305,254.456,707.9005000000001,629.2465000000001,678.2285,390.8197414745695,496.54280000000006,433.0760768047335
2015-05-14,310.88,2015,5,14,3,134,20,2,0,0,0,0,898.382,719.6705000000001,723.3805000000001,0.0,770.2179285714285,347.8722152795982,505.51398333333333,438.67126044484274
2015-05-15,0.0,2015,5,15,4,135,20,2,0,0,0,0,310.88,500.6405000000001,0.0,294.72,711.8192857142857,389.583955149042,515.8766499999999,429.9020827478435
2015-05-16,289.28,2015,5,16,5,136,20,2,1,0,0,0,0.0,394.48,506.12,39.072,640.2992142857144,472.0413682995069,506.05264999999997,438.41333617210415
2015-05-17,91.68,2015,5,17,6,137,20,2,1,0,0,0,289.28,1412.4395000000002,72.632,0.0,625.2706428571429,482.7257187554601,514.3929166666667,431.5494936870347
2015-05-18,665.8085000000001,2015,5,18,0,138,21,2,0,0,0,0,91.68,930.4825,187.432,1020.532,436.5907142857142,368.33591409131867,517.4489166666667,428.0919963433796
2015-05-19,91.62,2015,5,19,1,139,21,2,0,0,0,0,665.8085000000001,535.4305,260.977,205.47,398.7801428571429,319.5393287652169,505.62479999999994,418.50899746628454
2015-05-20,320.10400000000004,2015,5,20,2,140,21,2,0,0,0,0,91.62,898.382,254.456,1006.9905,335.3786428571429,331.7047074340248,501.82980000000003,421.82765959395124
2015-05-21,1931.709,2015,5,21,3,141,21,2,0,0,0,0,320.10400000000004,310.88,719.6705000000001,517.1605000000001,252.76749999999998,221.9821335507637,478.93358333333333,411.9896420270005
2015-05-22,180.93,2015,5,22,4,142,21,2,0,0,0,0,1931.709,0.0,500.6405000000001,257.752,484.3145,675.2562243323513,526.0852,490.06422360513125
2015-05-23,323.75800000000004,2015,5,23,5,143,21,2,1,0,0,0,180.93,289.28,394.48,643.98,510.1616428571429,656.8397708434877,523.5244666666666,491.71263123207575
2015-05-24,116.28,2015,5,24,6,144,21,2,1,0,0,0,323.75800000000004,91.68,1412.4395000000002,0.0,515.0870714285714,655.0341856680981,512.8504,492.48269965762114
2015-05-25,119.54,2015,5,25,0,145,22,2,0,0,0,0,116.28,665.8085000000001,930.4825,1393.5945000000002,518.6013571428572,652.4448619130397,516.7264,488.7506564946892
2015-05-26,1325.718,2015,5,26,1,146,22,2,0,0,0,0,119.54,91.62,535.4305,282.568,440.56300000000005,664.4616761682593,474.25791666666663,464.6908921342802
2015-05-27,1478.0510000000002,2015,5,27,2,147,22,2,0,0,0,0,1325.718,320.10400000000004,898.382,0.0,616.8627142857143,718.0091627262874,509.02958333333333,488.28193936597893
2015-05-28,221.968,2015,5,28,3,148,22,2,0,0,0,0,1478.0510000000002,1931.709,310.88,1399.1565,782.2837142857144,769.7676840897547,558.29795,509.26683432128857
2015-05-29,0.0,2015,5,29,4,149,22,2,0,0,0,0,221.968,180.93,0.0,707.9005000000001,538.0350000000001,595.8784685988126,519.0583333333333,487.1136260676929
2015-05-30,1705.5775,2015,5,30,5,150,22,2,1,0,0,0,0.0,323.75800000000004,289.28,723.3805000000001,512.1878571428572,617.4825304790484,495.46164999999996,494.73667471330845
2015-05-31,614.3705000000001,2015,5,31,6,151,22,2,1,0,1,0,1705.5775,116.28,91.68,0.0,709.5906428571428,753.1717447614847,528.20155,540.7033503260511
2015-06-01,2303.4015000000004,2015,6,1,0,152,23,2,0,1,0,0,614.3705000000001,119.54,665.8085000000001,506.12,780.7464285714287,710.0719914717816,548.6805666666667,531.5653456885734
2015-06-02,738.598,2015,6,2,1,153,23,2,0,0,0,0,2303.4015000000004,1325.718,91.62,72.632,1092.7266428571431,839.1639038410848,608.5899499999999,620.4517239569997
2015-06-03,515.9205000000001,2015,6,3,2,154,23,2,0,0,0,0,738.598,1478.0510000000002,320.10400000000004,187.432,1008.8523571428572,841.3336830709973,630.7888166666668,612.4770900580477
2015-06-04,456.272,2015,6,4,3,155,23,2,0,0,0,0,515.9205000000001,221.968,1931.709,260.977,871.405142857143,830.426244963177,641.7384333333334,607.1911029534182
2015-06-05,0.0,2015,6,5,4,156,23,2,0,0,0,0,456.272,0.0,180.93,254.456,904.877142857143,804.1942955768271,648.2482666666667,604.0066573207664
2015-06-06,882.8775000000002,2015,6,6,5,157,23,2,1,0,0,0,0.0,1705.5775,323.75800000000004,719.6705000000001,904.877142857143,804.1942955768272,639.7664000000001,611.4677769340583
2015-06-07,281.397,2015,6,7,6,158,23,2,1,0,0,0,882.8775000000002,614.3705000000001,116.28,500.6405000000001,787.3485714285715,723.7682590526603,645.2066333333333,612.9274829755758
2015-06-08,1240.1130000000005,2015,6,8,0,159,24,2,0,0,0,0,281.397,2303.4015000000004,119.54,394.48,739.7809285714287,747.5816311926202,637.8985166666666,616.0099279187443
2015-06-09,2499.51,2015,6,9,1,160,24,2,0,0,0,0,1240.1130000000005,738.598,1325.718,1412.4395000000002,587.8825714285715,407.6724350435881,666.0862833333334,623.7857697995981
2015-06-10,491.55,2015,6,10,2,161,24,2,0,0,0,0,2499.51,515.9205000000001,1478.0510000000002,930.4825,839.4414285714287,835.2456884827574,702.3219666666666,696.0271638064721
2015-06-11,0.0,2015,6,11,3,162,24,2,0,0,0,0,491.55,456.272,221.968,535.4305,835.9599285714287,836.8681666117044,687.6908833333333,695.6789317145726
2015-06-12,0.0,2015,6,12,4,163,24,2,0,0,0,0,0.0,0.0,0.0,898.382,770.7782142857144,887.6012109108016,669.8431999999999,706.5039091965524
2015-06-13,14.52,2015,6,13,5,164,24,2,1,0,0,0,0.0,882.8775000000002,1705.5775,310.88,770.7782142857144,887.6012109108016,639.8971333333334,715.4656636453021
2015-06-14,212.94,2015,6,14,6,165,24,2,1,0,0,0,14.52,281.397,614.3705000000001,0.0,646.727142857143,929.0366889257616,630.0184666666667,722.1796271685762
2015-06-15,645.6705000000001,2015,6,15,0,166,25,2,0,0,0,0,212.94,1240.1130000000005,2303.4015000000004,289.28,636.9475714285716,933.8710392882334,637.1164666666666,716.8003313076265
2015-06-16,616.5925000000001,2015,6,16,1,167,25,2,0,0,0,0,645.6705000000001,2499.51,738.598,91.68,552.0272142857143,896.1471227785763,648.9961500000001,713.7836988017733
2015-06-17,590.7505000000001,2015,6,17,2,168,25,2,0,0,0,0,616.5925000000001,491.55,515.9205000000001,665.8085000000001,283.03900000000004,295.37401529797603,666.4932333333334,706.0426908873089
2015-06-18,139.8,2015,6,18,3,169,25,2,0,0,0,0,590.7505000000001,0.0,456.272,91.62,297.2105,309.1058512616118,663.9913,706.1781757676999
2015-06-19,0.0,2015,6,19,4,170,25,2,0,0,0,0,139.8,0.0,0.0,320.10400000000004,317.1819285714286,290.6689245489641,665.5972999999999,704.8851972763268
2015-06-20,1820.1021,2015,6,20,5,171,25,2,1,0,0,0,0.0,14.52,882.8775000000002,1931.709,317.1819285714286,290.6689245489641,654.9271666666666,712.6751373836945
2015-06-21,2453.6145,2015,6,21,6,172,25,2,1,0,0,0,1820.1021,212.94,281.397,180.93,575.1222285714286,606.6798925741085,651.2069366666667,706.040813118987
2015-06-22,1621.0390000000002,2015,6,22,0,173,26,2,0,0,0,0,2453.6145,645.6705000000001,1240.1130000000005,323.75800000000004,895.2185857142857,902.6524298286512,726.9630866666666,772.6278058145826
2015-06-23,109.496,2015,6,23,1,174,26,2,0,0,0,0,1621.0390000000002,616.5925000000001,2499.51,116.28,1034.556942857143,932.498725357908,770.2057866666667,785.4793732230655
2015-06-24,4.272,2015,6,24,2,175,26,2,0,0,0,0,109.496,590.7505000000001,491.55,119.54,962.1145857142858,988.4020305112616,769.9796533333334,785.675077190904
2015-06-25,792.76,2015,6,25,3,176,26,2,0,0,0,0,4.272,139.8,0.0,1325.718,878.331942857143,1048.1766597011242,766.1373866666667,789.2394431043829
2015-06-26,0.0,2015,6,26,4,177,26,2,0,0,0,0,792.76,0.0,0.0,1478.0510000000002,971.6119428571429,999.4190710638889,748.37212,782.1759705381107
2015-06-27,616.14,2015,6,27,5,178,26,2,1,0,0,0,0.0,1820.1021,14.52,221.968,971.6119428571429,999.4190710638889,699.1037533333333,781.1791842925014
2015-06-28,917.9665,2015,6,28,6,179,26,2,1,0,0,0,616.14,2453.6145,212.94,0.0,799.6173571428571,930.2670468224306,712.24282,776.1761270586476
2015-06-29,46.68,2015,6,29,0,180,27,2,0,0,0,0,917.9665,1621.0390000000002,645.6705000000001,1705.5775,580.2390714285715,596.3490051635331,742.8417033333334,765.1453698771971
2015-06-30,739.624,2015,6,30,1,181,27,2,0,0,1,0,46.68,109.496,616.5925000000001,614.3705000000001,355.33064285714283,404.37750482466964,687.54512,753.0174979293421
2015-07-01,525.7445000000001,2015,7,1,2,182,27,3,0,1,0,0,739.624,4.272,590.7505000000001,2303.4015000000004,445.3489285714286,410.6195864836885,691.7202366666667,752.9450213523569
2015-07-02,79.56,2015,7,2,3,183,27,3,0,0,0,0,525.7445000000001,792.76,139.8,738.598,519.845,361.6438411852879,632.4650033333332,688.9661400133115
2015-07-03,0.0,2015,7,3,4,184,27,3,0,0,0,0,79.56,0.0,0.0,515.9205000000001,417.95928571428567,372.25013986451955,610.49707,695.9369260793352
2015-07-04,247.408,2015,7,4,5,185,27,3,1,0,0,0,0.0,616.14,1820.1021,456.272,417.9592857142857,372.25013986451955,593.2997200000001,704.6742320664996
2015-07-05,1444.104,2015,7,5,6,186,27,3,1,0,0,0,247.408,917.9665,2453.6145,0.0,365.28328571428574,365.56117100674277,586.3375866666667,707.1023379504906
2015-07-06,979.1205,2015,7,6,0,187,28,3,0,0,0,0,1444.104,46.68,1621.0390000000002,882.8775000000002,440.4457857142857,519.720983936241,634.4743866666666,714.9216181438662
2015-07-07,241.194,2015,7,7,1,188,28,3,0,0,0,0,979.1205,739.624,109.496,281.397,573.6515714285714,521.4677828398117,637.6824866666667,716.2893549914428
2015-07-08,761.2265000000001,2015,7,8,2,189,28,3,0,0,0,0,241.194,525.7445000000001,4.272,1240.1130000000005,502.44728571428567,529.0026352903684,636.3423866666667,717.0161508823306
